iter	Logloss
320	0.5424005141
321	0.5421968156
322	0.5419896773
323	0.5417294063
324	0.5415170616
325	0.5413569198
326	0.541105481
327	0.5409947066
328	0.5408412123
329	0.5406129231
330	0.5404187542
331	0.5401724752
332	0.5398816634
333	0.5397355137
334	0.5395546395
335	0.5393428526
336	0.5392004683
337	0.5389302959
338	0.5387477483
339	0.5385407029
340	0.5383192006
341	0.5381594772
342	0.5379007402
343	0.5376565996
344	0.5374783751
345	0.5372172208
346	0.5369929294
347	0.5368674192
348	0.5367034656
349	0.5364764781
350	0.5362533953
351	0.5360813533
352	0.5358707286
353	0.5356543861
354	0.5353278736
355	0.5350601185
356	0.5348666003
357	0.5346499325
358	0.5344223406
359	0.5342154812
360	0.5340194993
361	0.5337708031
362	0.5335015139
363	0.5331340014
364	0.5328707089
365	0.5326989458
366	0.5325492632
367	0.5324007893
368	0.5321558119
369	0.5319384468
370	0.5317534354
371	0.5315107824
372	0.5313264218
373	0.5311720907
374	0.53095017
375	0.530688272
376	0.530435857
377	0.5302736699
378	0.5300709942
379	0.5298366619
380	0.52968512
381	0.5294574816
382	0.5291972106
383	0.5290104793
384	0.5288201221
385	0.5285750518
386	0.528405613
387	0.528132605
388	0.527861131
389	0.5276829995
390	0.5274804167
391	0.5272707681
392	0.5270469881
393	0.5267659381
394	0.5265369982
395	0.5263075004
396	0.5260337022
397	0.5258510151
398	0.5255793087
399	0.5253887656
400	0.5251060422
401	0.5249011351
402	0.5246885115
403	0.5244910886
404	0.5243105863
405	0.5241121407
406	0.5239179717
407	0.5237073005
408	0.5234763152
409	0.5232085136
410	0.5229726938
411	0.5228088332
412	0.5225275044
413	0.5223187856
414	0.5220677651
415	0.5218837299
416	0.5216571143
417	0.5214448625
418	0.5212465564
419	0.521058477
420	0.5208160563
421	0.52066391
422	0.5204382241
423	0.5202085403
424	0.5200271548
425	0.5197672557
426	0.5196082761
427	0.5193751525
428	0.5191204132
429	0.5188294154
430	0.518628692
431	0.518325887
432	0.5180918802
433	0.5178610343
434	0.5176210774
435	0.5174175649
436	0.5171864866
437	0.5169284934
438	0.5166973222
439	0.5164112518
440	0.516203881
441	0.5159913969
442	0.5157409343
443	0.5155545748
444	0.5153330725
445	0.5150801927
446	0.5148902539
447	0.5146754919
448	0.5144938275
449	0.5142853876
450	0.5140495678
451	0.5138946789
452	0.5136753149
453	0.5134549747
454	0.5132563432
455	0.5130016969
456	0.5128092014
457	0.5126180075
458	0.5124215143
459	0.5122406866
460	0.5120233215
461	0.5117847126
462	0.5115382012
463	0.5113265538
464	0.5110487578
465	0.510787836
466	0.5105917612
467	0.5103678416
468	0.5101686523
469	0.5098684969
470	0.5096752576
471	0.5094196816
472	0.5091616884
473	0.5089612439
474	0.508807889
475	0.5086164627
476	0.5083719037
477	0.5081131667
478	0.5079032857
479	0.5077075828
480	0.5075168537
481	0.507306043
482	0.5070727335
483	0.5068682912
484	0.506616713
485	0.5064168263
486	0.5061614363
487	0.5059714975
488	0.50578207
489	0.5054442616
490	0.5052653863
491	0.5050000019
492	0.5047812887
493	0.5045389145
494	0.5043214564
495	0.5041206865
496	0.5039002999
497	0.5036485357
498	0.5034182477
499	0.5032148746
500	0.5029805424
501	0.5027527646
502	0.5025385605
503	0.5022477486
504	0.502032057
505	0.5018707996
506	0.5016294016
507	0.5013749412
508	0.5011535784
509	0.5009114366
510	0.500684542
511	0.5005211928
512	0.5002825375
513	0.5000520635
514	0.4998915034
515	0.4996281179
516	0.4994571915
517	0.4991654035
518	0.4989439942
519	0.4987216551
520	0.4984388853
521	0.4982526188
522	0.4980417151
523	0.4978618636
524	0.4976299022
525	0.4974081209
526	0.4971712785
527	0.496956656
528	0.4967775018
529	0.4965894689
530	0.4963327308
531	0.4961440006
532	0.4959637772
533	0.495756081
534	0.4956158814
535	0.4954371921
536	0.4952433485
537	0.4950728406
538	0.4948715129
539	0.4946386682
540	0.4944331568
541	0.4942118869
542	0.4939832259
543	0.4937896612
544	0.4936414662
545	0.4934204288
546	0.4931801464
547	0.4930479888
548	0.4928291361
549	0.4926281803
550	0.4924086769
551	0.4922160884
552	0.4919463344
553	0.4917430544
554	0.4914554035
555	0.4912307402
556	0.4909511778
557	0.4907307447
558	0.4904506245
559	0.4902779782
560	0.4901120258
561	0.4898888035
562	0.4897003058
563	0.4895453239
564	0.4893328397
565	0.489120495
566	0.4888938793
567	0.4886877637
568	0.4884870868
569	0.4882633067
570	0.4880721128
571	0.4878223474
572	0.4876393814
573	0.4874373565
574	0.4872151569
575	0.4869786398
576	0.4867787997
577	0.4866860616
578	0.4865009572
579	0.48633282
580	0.4860451692
581	0.4857963335
582	0.4855919843
583	0.4853826147
584	0.485255431
585	0.4850415987
586	0.484756737
587	0.4845195227
588	0.4843344648
589	0.4840958095
590	0.4838402335
591	0.4836511779
592	0.4833980656
593	0.4831673127
594	0.4830002912
595	0.4828204397
596	0.4826234351
597	0.4824345655
598	0.4821890768
599	0.4819964418
600	0.4818563817
601	0.481643944
602	0.4813983624
603	0.4812145596
604	0.4811042966
605	0.4809556832
606	0.480818877
607	0.4805902625
608	0.4804060879
609	0.4802030402
610	0.4800422477
611	0.4798775504
612	0.4796980243
613	0.47950009
614	0.4793224233
615	0.4791072895
616	0.4789835457
617	0.4787184867
618	0.4785398903
619	0.478326244
620	0.4781912973
621	0.4780547701
622	0.4778202054
623	0.4776125557
624	0.4773709718
625	0.4771307359
626	0.4769457245
627	0.4767908356
628	0.476593924
629	0.4764001734
630	0.4762009376
631	0.4760265249
632	0.4758180849
633	0.4756690532
634	0.4753807515
635	0.4752207492
636	0.4750945882
637	0.4748904249
638	0.4747814635
639	0.4746431698
640	0.4745243999
641	0.4743419917
642	0.4741696244
643	0.4740016266
644	0.4738788125
645	0.4737586946
646	0.4736283499
647	0.4734376209
648	0.4732514939
649	0.4730804746
650	0.4728672001
651	0.4727514518
652	0.4726139019
653	0.4724340504
654	0.4722829733
655	0.4720728599
656	0.4718495447
657	0.4716782
658	0.4715070412
659	0.4713421115
660	0.4712468167
661	0.4710780287
662	0.4709157951
663	0.4707338053
664	0.4705740819
665	0.470442854
666	0.4702835025
667	0.4701839775
668	0.4699790705
669	0.4698507711
670	0.4696790081
671	0.469576787
672	0.4693848493
673	0.469199745
674	0.4690580114
675	0.4689032619
676	0.4687320567
677	0.4686240249
678	0.468516365
679	0.4683211269
680	0.4681852505
681	0.4680437028
682	0.4678772856
683	0.4676796302
684	0.4675519817
685	0.4673890043
686	0.4672649816
687	0.4670941483
688	0.4668981199
689	0.4667925054
690	0.4665729555
691	0.4664946743
692	0.4662898137
693	0.4661769475
694	0.4660642672
695	0.465891435
696	0.46563558
697	0.465466792
698	0.4653300789
699	0.4650785006
700	0.4648259926
701	0.4646588316
702	0.4644329597
703	0.4642920628
704	0.4641880288
705	0.4639940923
706	0.4638577045
707	0.4637608757
708	0.4635985027
709	0.4634436137
710	0.4632001239
711	0.4630018178
712	0.4627728313
713	0.4625675059
714	0.4623828199
715	0.4622491283
716	0.4621020489
717	0.4619719831
718	0.4618307144
719	0.4616734548
720	0.4615141962
721	0.4613267676
722	0.461234169
723	0.4610899717
724	0.4609194172
725	0.4607195771
726	0.4606206099
727	0.4604112868
728	0.4602528185
729	0.4600853321
730	0.4599370441
731	0.4598649919
732	0.4596624556
733	0.4594621506
734	0.4592949896
735	0.4592018796
736	0.459109002
737	0.4589932072
738	0.4588591437
739	0.4586284838
740	0.4585092956
741	0.4584091663
742	0.458269757
743	0.4581128692
744	0.4580392365
745	0.4578878805
746	0.457731876
747	0.4576483884
748	0.4575137206
749	0.4572951004
750	0.4571555516
751	0.4569629167
752	0.4568667851
753	0.4566737318
754	0.4565369257
755	0.4563120764
756	0.4560985696
757	0.4560139664
758	0.4558639584
759	0.4556964255
760	0.4555829085
761	0.4554007792
762	0.4552063314
763	0.4550861205
764	0.4549787395
765	0.4548535082
766	0.4547400841
767	0.454582685
768	0.4545078437
769	0.4543676442
770	0.4541711045
771	0.454112533
772	0.4539199446
773	0.4538103788
774	0.4536674831
775	0.453543042
776	0.4533606803
777	0.4532776576
778	0.4530861383
779	0.4529690419
780	0.4528051349
781	0.4525842834
782	0.4523864421
783	0.4522299727
784	0.4520668094
785	0.4519216824
786	0.4517714885
787	0.4516179941
788	0.4515086608
789	0.4513405236
790	0.4512171517
791	0.4510321868
792	0.4508309985
793	0.4506831754
794	0.4504923534
795	0.4503011595
796	0.4501710472
797	0.4500523703
798	0.4499179349
799	0.4497513782
800	0.4496106208
801	0.4494641922
802	0.4493025165
803	0.4492051763
804	0.4490581434
805	0.4489193849
806	0.4487214041
807	0.4485602397
808	0.4484523474
809	0.4482964823
810	0.4481520991
811	0.4480455548
812	0.4478554301
813	0.447754557
814	0.4476757645
815	0.4474749482
816	0.4472449855
817	0.4471273313
818	0.4469865275
819	0.4468322893
820	0.4467032462
821	0.4465630002
822	0.4464102961
823	0.4463022178
824	0.4461783346
825	0.4460030851
826	0.4458459649
827	0.4457047427
828	0.4455665885
829	0.4455006724
830	0.4454072835
831	0.4451960079
832	0.4451335317
833	0.4449238367
834	0.4447291099
835	0.4445336858
836	0.4444628423
837	0.4442645361
838	0.4441204783
839	0.4439801393
840	0.4438254363
841	0.443693883
842	0.4436095587
843	0.4434727061
844	0.4433087061
845	0.4431050076
846	0.442892291
847	0.4427673851
848	0.4426239316
849	0.4425050688
850	0.4423626379
851	0.4422433567
852	0.4421078986
853	0.4420302682
854	0.4418960653
855	0.4418079757
856	0.4416738192
857	0.4415742478
858	0.4414403702
859	0.4413090958
860	0.4412425289
861	0.4410618871
862	0.4409141105
863	0.4407817669
864	0.4406526308
865	0.4405100605
866	0.4403519641
867	0.440136319
868	0.4399651137
869	0.4398384879
870	0.4396278166
871	0.4394965887
872	0.4393609447
873	0.4392255796
874	0.4390976986
875	0.4389843676
876	0.4389168245
877	0.4387696521
878	0.4387034106
879	0.4386524163
880	0.4384732156
881	0.4383847541
882	0.438228982
883	0.4380596826
884	0.4379180885
885	0.4377440477
886	0.4375939002
887	0.4374324569
888	0.4372716644
889	0.437143458
890	0.4369961927
891	0.4368883004
892	0.4367842199
893	0.4366601972
894	0.4365128853
895	0.436441298
896	0.4363837028
897	0.4362836665
898	0.4361450009
899	0.4360541222
900	0.4359289839
901	0.4358377798
902	0.4357299805
903	0.4355840632
904	0.435423968
905	0.4353066856
906	0.4351802457
907	0.4350308885
908	0.43486052
909	0.4347529996
910	0.4345374474
911	0.4343417909
912	0.4342110744
913	0.4340529315
914	0.4339873872
915	0.4339145913
916	0.4338039099
917	0.4337149836
918	0.4335673464
919	0.4334912035
920	0.4333211604
921	0.4332481785
922	0.4331115118
923	0.4330733009
924	0.4329622012
925	0.4328554245
926	0.4327114596
927	0.4325731195
928	0.4324669006
929	0.4322955094
930	0.4321557747
931	0.4320419788
932	0.431948311
933	0.431836235
934	0.431687947
935	0.4314767179
936	0.4313078835
937	0.4311873007
938	0.4311255218
939	0.4309476226
940	0.4308825897
941	0.430700321
942	0.4305237235
943	0.4304028618
944	0.4303175148
945	0.4301979082
946	0.4300400443
947	0.4299017041
948	0.4296906145
949	0.429520339
950	0.4293364433
951	0.4291882017
952	0.4290643185
953	0.4289311847
954	0.4287553774
955	0.4286496234
956	0.4285427538
957	0.4284784182
958	0.4283478876
959	0.42819351
960	0.4280300213
961	0.4278879623
962	0.42783218
963	0.4277088546
964	0.4275305836
965	0.4274457015
966	0.4273061527
967	0.4272457219
968	0.427167859
969	0.4271269985
970	0.4269752706
971	0.4268327468
972	0.4266911526
973	0.4265173907
974	0.4263764009
975	0.4262724133
976	0.4260908419
977	0.4260379416
978	0.4258976491
979	0.4257646083
980	0.4257075244
981	0.4256273838
982	0.4254854178
983	0.425371157
984	0.4252474132
985	0.425123437
986	0.4249306626
987	0.4248420617
988	0.4247434664
989	0.4247064641
990	0.4245824879
991	0.424477989
992	0.4243617759
993	0.424231989
994	0.4241078269
995	0.4239520547
996	0.4238847905
997	0.4238218495
998	0.4237635105
999	0.4237242304
